"package","firstDownload","lastDownload","totalDownloads"
"popbio","2016-04-01","2016-10-02",6096
"popdemo","2016-05-18","2016-10-02",553
"PopED","2015-12-29","2016-10-02",2305
"popEpi","2016-09-23","2016-10-02",131
"PopGenKit","2012-11-01","2016-10-02",9113
"PopGenome","2015-05-04","2016-10-02",7010
"PopGenReport","2016-05-11","2016-10-02",1317
"popgraph","2014-06-03","2016-10-02",9519
"popKorn","2014-07-11","2016-10-02",5146
"poplite","2015-02-12","2016-10-02",3688
"poppr","2016-08-29","2016-10-02",961
"popprxl","2016-05-25","2016-10-02",700
"popRange","2014-10-13","2016-10-02",4957
"popReconstruct","2014-12-05","2016-10-02",4860
"popsom","2016-08-15","2016-10-02",300
"population","2015-12-24","2016-10-02",1387
"PopVar","2015-07-08","2016-10-02",2955
"portes","2014-08-08","2016-10-02",12459
"portfolio","2015-01-29","2016-10-02",15331
"PortfolioAnalytics","2015-04-19","2016-10-02",10137
"PortfolioEffectEstim","2016-09-18","2016-10-02",131
"PortfolioEffectHFT","2016-09-17","2016-10-02",285
"portfolioSim","2013-07-09","2016-10-02",13590
"PortRisk","2015-11-02","2016-10-02",3598
"postGIStools","2016-08-30","2016-10-02",341
"potts","2015-07-05","2016-10-02",3018
"PottsUtils","2014-08-03","2016-10-02",8086
"powell","2012-10-06","2016-10-02",11257
"PoweR","2016-02-16","2016-10-02",1924
"Power2Stage","2015-11-26","2016-10-02",2068
"powerAnalysis","2013-10-03","2016-10-02",7324
"powerbydesign","2016-04-05","2016-10-02",740
"powerGWASinteraction","2015-07-03","2016-10-02",3211
"poweRlaw","2016-04-12","2016-10-02",3565
"powerMediation","2015-05-08","2016-10-02",4059
"powerpkg","2012-10-17","2016-10-02",9259
"powerplus","2016-08-18","2016-10-02",229
"powerSurvEpi","2015-07-24","2016-10-02",4586
"PowerTOST","2016-07-14","2016-10-02",901
"PP","2014-09-04","2016-10-02",11633
"ppcor","2015-12-03","2016-10-02",13068
"ppiPre","2015-07-28","2016-10-02",2621
"ppls","2014-09-04","2016-10-02",14306
"ppmlasso","2015-01-31","2016-10-02",3974
"pps","2012-11-01","2016-10-02",14194
"PPtree","2014-05-08","2016-10-02",6725
"PPtreeViz","2015-09-15","2016-10-02",2502
"pqantimalarials","2014-09-04","2016-10-02",5159
"prabclus","2015-01-14","2016-10-02",147791
"pracma","2016-09-06","2016-10-02",6364
"PracTools","2015-11-16","2016-10-02",2556
"pragma","2012-11-01","2016-10-02",8118
"prais","2015-03-20","2016-10-02",3828
"praise","2015-08-11","2016-10-02",446995
"praktikum","2014-02-17","2016-10-02",5832
"prc","2015-06-24","2016-10-02",2872
"prcbench","2016-09-10","2016-10-02",137
"prclust","2016-07-20","2016-10-02",381
"precintcon","2016-07-17","2016-10-02",521
"precrec","2016-09-10","2016-10-02",163
"PredictABEL","2014-12-21","2016-10-02",9810
"predictionInterval","2016-08-21","2016-10-02",164
"PredictiveRegression","2012-11-01","2016-10-02",10377
"predictmeans","2014-09-22","2016-10-02",6740
"PredictTestbench","2016-08-22","2016-10-02",251
"predmixcor","2012-11-01","2016-10-02",10896
"prefmod","2015-11-12","2016-10-02",10856
"PreKnitPostHTMLRender","2016-06-06","2016-10-02",345
"PReMiuM","2016-02-23","2016-10-02",3763
"prepdat","2016-09-23","2016-10-02",96
"preprocomb","2016-06-26","2016-10-02",544
"preprosim","2016-07-26","2016-10-02",316
"preproviz","2016-07-09","2016-10-02",414
"prereg","2016-09-20","2016-10-02",95
"PresenceAbsence","2012-10-06","2016-10-02",24832
"presens","2016-07-29","2016-10-02",350
"preseqR","2016-07-13","2016-10-02",713
"PResiduals","2016-06-30","2016-10-02",635
"prettydoc","2016-09-01","2016-10-02",569
"prettyGraphs","2013-12-10","2016-10-02",10479
"prettymapr","2016-04-09","2016-10-02",964
"prettyR","2015-10-20","2016-10-02",19196
"prettyunits","2015-07-13","2016-10-02",8325
"prevalence","2015-04-20","2016-10-02",5693
"PrevMap","2015-12-05","2016-10-02",2099
"prevR","2016-02-23","2016-10-02",1825
"pRF","2016-01-11","2016-10-02",1834
"prim","2015-09-08","2016-10-02",10995
"primefactr","2016-08-10","2016-10-02",150
"primer","2012-10-06","2016-10-02",13367
"primerTree","2016-01-12","2016-10-02",1891
"primes","2015-06-22","2016-10-02",2754
"PRIMsrc","2015-11-20","2016-10-02",1890
"princurve","2013-04-25","2016-10-02",18062
"prinsimp","2013-11-02","2016-10-02",6300
"prism","2015-11-16","2016-10-02",2004
"PRISMA","2015-03-16","2016-10-02",4262
"PrivateLR","2014-10-31","2016-10-02",5190
"prLogistic","2013-09-19","2016-10-02",7749
"pro","2015-09-18","2016-10-02",2031
"prob","2013-12-11","2016-10-02",28948
"probemod","2015-04-22","2016-10-02",3138
"probFDA","2015-05-11","2016-10-02",3027
"ProbForecastGOP","2012-11-01","2016-10-02",10766
"ProbitSpatial","2016-03-08","2016-10-02",1342
"probsvm","2013-05-21","2016-10-02",7364
"ProbYX","2015-12-21","2016-10-02",1574
"pROC","2015-05-05","2016-10-02",144216
"proccalibrad","2016-07-31","2016-10-02",197
"processcontrol","2016-04-05","2016-10-02",693
"ProDenICA","2012-10-10","2016-10-02",9334
"prodigenr","2016-07-29","2016-10-02",293
"prodlim","2015-12-19","2016-10-02",60524
"productplots","2016-07-02","2016-10-02",476
"prof.tree","2016-05-22","2016-10-02",550
"PROFANCY","2013-07-15","2016-10-02",7583
"profdpm","2013-05-25","2016-10-02",13058
"ProfessR","2014-05-08","2016-10-02",8086
"ProfileLikelihood","2012-10-06","2016-10-02",9574
"profileModel","2013-08-17","2016-10-02",200173
"profileR","2016-04-01","2016-10-02",1863
"profilr","2015-09-10","2016-10-02",2080
"ProFit","2016-09-29","2016-10-02",14
"profmem","2016-09-15","2016-10-02",72
"profr","2014-04-22","2016-10-02",29969
"proftools","2016-01-13","2016-10-02",6010
"profvis","2016-05-19","2016-10-02",5288
"progenyClust","2016-04-12","2016-10-02",812
"ProgGUIinR","2014-07-20","2016-10-02",6795
"prognosticROC","2013-11-28","2016-10-02",6169
"progress","2015-06-05","2016-10-02",7785
"proj4","2012-10-10","2016-10-02",25270
"ProjectTemplate","2016-08-12","2016-10-02",1611
"ProNet","2015-10-23","2016-10-02",1846
"prop.comb.RR","2015-09-18","2016-10-02",2181
"propagate","2014-09-27","2016-10-02",8019
"PropCIs","2014-04-16","2016-10-02",12276
"PropClust","2013-12-18","2016-10-02",7038
"properties","2015-12-02","2016-10-02",1650
"proportion","2016-08-31","2016-10-02",185
"propOverlap","2014-09-16","2016-10-02",4808
"propr","2016-09-30","2016-10-02",24
"PropScrRand","2013-11-15","2016-10-02",7127
"prospectr","2014-02-14","2016-10-02",10236
"ProteinDescriptors","2016-03-04","2016-10-02",876
"proteomicdesign","2013-01-05","2016-10-02",7827
"proteomics","2014-11-24","2016-10-02",4594
"protiq","2013-08-20","2016-10-02",8821
"proto","2012-12-22","2016-10-02",1921881
"protoclass","2013-06-02","2016-10-02",8824
"protoclust","2015-02-22","2016-10-02",5574
"PROTOLIDAR","2013-01-11","2016-10-02",8110
"protolite","2016-09-06","2016-10-02",818
"proton","2015-11-30","2016-10-02",2065
"prototest","2016-01-15","2016-10-02",1287
"protr","2015-12-29","2016-10-02",2284
"ProTrackR","2016-03-26","2016-10-02",906
"protViz","2016-05-14","2016-10-02",689
"provenance","2016-04-22","2016-10-02",869
"proxy","2016-06-25","2016-10-02",33811
"prozor","2015-09-05","2016-10-02",2157
"PRROC","2015-02-26","2016-10-02",15017
"pRSR","2016-05-16","2016-10-02",678
"pryr","2015-06-20","2016-10-02",60102
"PSAboot","2016-02-26","2016-10-02",1371
"PSAgraphics","2012-10-10","2016-10-02",13004
"psbcGroup","2016-03-09","2016-10-02",1254
"PSCBS","2016-02-04","2016-10-02",7038
"pscl","2015-03-29","2016-10-02",79107
"pscore","2015-06-24","2016-10-02",2495
"psd","2015-03-22","2016-10-02",10887
"psData","2016-09-03","2016-10-02",203
"pse","2016-07-20","2016-10-02",471
"pseudo","2012-10-10","2016-10-02",10207
"pseval","2016-09-23","2016-10-02",85
"PSF","2016-08-19","2016-10-02",335
"psgp","2014-05-08","2016-10-02",10585
"pSI","2014-01-30","2016-10-02",5995
"psidR","2015-05-15","2016-10-02",5918
"PsiHat","2015-10-05","2016-10-02",2045
"PSM","2013-09-10","2016-10-02",10443
"pso","2012-10-06","2016-10-02",25173
"psoptim","2016-01-31","2016-10-02",1607
"pspearman","2014-03-20","2016-10-02",18586
"pspline","2015-06-29","2016-10-02",30646
"pssm","2015-04-07","2016-10-02",3215
"PST","2016-08-10","2016-10-02",392
"PsumtSim","2013-10-02","2016-10-02",7304
"psy","2012-10-10","2016-10-02",35024
"psych","2016-09-17","2016-10-02",42464
"psychometric","2012-10-06","2016-10-02",23184
"psychomix","2015-09-10","2016-10-02",4643
"psychotools","2016-09-10","2016-10-02",1476
"psychotree","2016-09-10","2016-10-02",1184
"psyphy","2014-01-22","2016-10-02",11073
"psytabs","2016-04-12","2016-10-02",1566
"PTAk","2015-07-20","2016-10-02",5900
"PTE","2014-05-01","2016-10-02",6018
"ptinpoly","2014-08-27","2016-10-02",6368
"PtProcess","2016-09-21","2016-10-02",173
"ptstem","2016-09-18","2016-10-02",79
"ptw","2015-08-21","2016-10-02",7848
"ptycho","2015-11-12","2016-10-02",1662
"PubBias","2013-11-22","2016-10-02",7210
"pubmed.mineR","2016-02-18","2016-10-02",2232
"PubMedWordcloud","2014-10-16","2016-10-02",6107
"pubprint","2016-05-24","2016-10-02",589
"pullword","2016-07-23","2016-10-02",359
"pulsar","2016-08-05","2016-10-02",195
"pumilioR","2014-04-14","2016-10-02",6104
"PurBayes","2013-05-16","2016-10-02",8640
"purge","2015-10-28","2016-10-02",1806
"purrr","2016-06-18","2016-10-02",45201
"pushoverr","2014-11-06","2016-10-02",5571
"PVAClone","2016-03-12","2016-10-02",1498
"pvar","2016-05-18","2016-10-02",725
"pvclass","2015-11-03","2016-10-02",2087
"pvclust","2015-10-23","2016-10-02",22374
"pvrank","2016-08-12","2016-10-02",295
"pvsR","2014-09-23","2016-10-02",5666
"PWD","2016-02-29","2016-10-02",950
"pweight","2015-07-29","2016-10-02",2374
"pwr","2016-08-24","2016-10-02",8935
"PwrGSD","2014-03-21","2016-10-02",8685
"pwrRasch","2015-09-28","2016-10-02",2598
"pwt","2013-07-28","2016-10-02",16680
"pwt8","2015-07-07","2016-10-02",6102
"pxR","2014-04-28","2016-10-02",9774
"pxweb","2016-05-07","2016-10-02",1273
"pycno","2014-08-15","2016-10-02",5374
"pyramid","2014-09-06","2016-10-02",8703
"pystr","2016-05-11","2016-10-02",928
"PythonInR","2015-11-19","2016-10-02",3927
"qap","2015-10-06","2016-10-02",65642
"qat","2016-07-25","2016-10-02",307
"QCA","2016-07-07","2016-10-02",1420
"QCA3","2016-07-30","2016-10-02",481
"QCAfalsePositive","2015-05-19","2016-10-02",2677
"QCAGUI","2016-07-07","2016-10-02",1338
"QCApro","2016-07-07","2016-10-02",330
"QCAtools","2016-07-22","2016-10-02",507
"qcc","2014-10-07","2016-10-02",54313
"QCEWAS","2016-06-07","2016-10-02",494
"QCGWAS","2014-02-12","2016-10-02",6562
"qclust","2015-04-16","2016-10-02",3112
"qcr","2016-07-20","2016-10-02",451
"QCSimulator","2016-07-02","2016-10-02",350
"QCSIS","2015-12-02","2016-10-02",1574
"qdap","2016-06-16","2016-10-02",17607
"qdapDictionaries","2015-05-21","2016-10-02",139886
"qdapRegex","2015-12-13","2016-10-02",65189
"qdapTools","2015-09-25","2016-10-02",111553
"qdm","2014-10-28","2016-10-02",3911
"QFASA","2016-06-15","2016-10-02",481
"qfasar","2016-08-25","2016-10-02",138
"QFRM","2015-07-28","2016-10-02",2407
"QGglmm","2016-10-02","2016-10-02",9
"qgraph","2016-08-31","2016-10-02",4951
"qgtools","2014-09-18","2016-10-02",4890
"qha","2016-09-10","2016-10-02",88
"QICD","2016-05-30","2016-10-02",584
"qicharts","2016-03-25","2016-10-02",1536
"qiimer","2015-12-28","2016-10-02",2393
"qlcData","2015-10-21","2016-10-02",1789
"qlcMatrix","2015-10-09","2016-10-02",3827
"qlcVisualize","2015-10-23","2016-10-02",1728
"qLearn","2012-10-10","2016-10-02",7614
"qmap","2016-05-03","2016-10-02",1930
"qmethod","2016-04-14","2016-10-02",1081
"qmrparser","2014-12-21","2016-10-02",4742
"QoLR","2015-08-21","2016-10-02",2752
"qpcR","2014-09-15","2016-10-02",23214
"qPCR.CT","2012-11-01","2016-10-02",8248
"QPot","2016-04-04","2016-10-02",1066
"qqman","2014-09-25","2016-10-02",17417
"QQperm","2016-09-26","2016-10-02",29
"qqtest","2016-02-25","2016-10-02",1510
"qqvases","2016-09-14","2016-10-02",71
"QRAGadget","2016-09-24","2016-10-02",38
"qrage","2015-06-22","2016-10-02",2443
"qrcm","2015-12-16","2016-10-02",1374
"qrcode","2015-08-24","2016-10-02",2643
"QRegVCM","2016-07-19","2016-10-02",256
"qrencoder","2016-09-16","2016-10-02",70
"qrfactor","2014-01-03","2016-10-02",7073
"qrjoint","2016-03-16","2016-10-02",931
"qrLMM","2015-01-27","2016-10-02",4006
"QRM","2016-03-18","2016-10-02",3848
"qrmdata","2016-05-29","2016-10-02",641
"qrmtools","2016-05-29","2016-10-02",940
"qrng","2016-06-11","2016-10-02",3073
"qrNLMM","2016-06-06","2016-10-02",629
"qrnn","2015-07-23","2016-10-02",4542
"QSARdata","2013-07-16","2016-10-02",9083
"qtbase","2015-07-17","2016-10-02",1966
"qte","2015-05-01","2016-10-02",2782
"qtl","2016-03-04","2016-10-02",11050
"qtlbook","2016-05-22","2016-10-02",790
"qtlc","2016-01-04","2016-10-02",1282
"qtlcharts","2016-06-28","2016-10-02",1181
"qtlDesign","2012-11-01","2016-10-02",10592
"qtlhot","2013-09-19","2016-10-02",7523
"qtlmt","2015-11-12","2016-10-02",2001
"qtlnet","2014-03-14","2016-10-02",6666
"QTLRel","2015-11-12","2016-10-02",3951
"Qtools","2016-05-26","2016-10-02",622
"qtpaint","2015-11-11","2016-10-02",1090
"qtutils","2012-10-10","2016-10-02",2238
"QuACN","2014-11-19","2016-10-02",6019
"quad","2014-07-16","2016-10-02",4986
"quadmesh","2016-06-13","2016-10-02",431
"quadprog","2013-04-17","2016-10-02",1174604
"quadrupen","2014-01-16","2016-10-02",6860
"qualCI","2014-07-04","2016-10-02",4853
"QualInt","2014-10-13","2016-10-02",5009
"qualityTools","2016-02-24","2016-10-02",4310
"qualpalr","2016-08-31","2016-10-02",84
"qualV","2015-09-05","2016-10-02",5224
"qualvar","2015-08-19","2016-10-02",2282
"Quandl","2016-04-23","2016-10-02",22918
"quantable","2016-07-20","2016-10-02",417
"quantchem","2012-10-06","2016-10-02",10511
"quanteda","2016-07-28","2016-10-02",3382
"quantification","2016-09-06","2016-10-02",177
"QuantifQuantile","2015-08-13","2016-10-02",2803
"quantileDA","2016-02-02","2016-10-02",1200
"quantmod","2016-08-28","2016-10-02",31345
"QuantPsyc","2012-10-06","2016-10-02",58406
"quantreg","2016-09-04","2016-10-02",130082
"quantreg.nonpar","2016-04-05","2016-10-02",728
"quantregForest","2016-05-19","2016-10-02",2923
"quantregGrowth","2016-09-20","2016-10-02",231
"quantspec","2016-03-28","2016-10-02",1940
"QuantumClone","2016-08-26","2016-10-02",242
"QuasiSeq","2015-05-15","2016-10-02",5092
"questionr","2016-03-15","2016-10-02",8559
"queueing","2016-08-15","2016-10-02",410
"quhomology","2016-05-02","2016-10-02",547
"QUIC","2012-10-10","2016-10-02",11717
"quickmapr","2016-09-17","2016-10-02",282
"quickpsy","2016-06-13","2016-10-02",949
"quickReg","2016-08-27","2016-10-02",216
"quint","2016-05-29","2016-10-02",721
"quipu","2014-04-23","2016-10-02",5599
"Quor","2014-12-31","2016-10-02",3673
"qut","2016-09-10","2016-10-02",142
"qVarSel","2014-06-13","2016-10-02",5444
"qvcalc","2016-03-30","2016-10-02",14436
"QVM","2016-07-16","2016-10-02",316
"qwraps2","2016-09-27","2016-10-02",83
"QZ","2013-07-03","2016-10-02",8507
"T2EQ","2016-09-01","2016-10-02",118
"tab","2016-09-20","2016-10-02",202
"taber","2015-08-03","2016-10-02",2262
"tablaxlsx","2016-06-09","2016-10-02",597
"Table1Heatmap","2014-03-04","2016-10-02",6106
"table1xls","2016-07-19","2016-10-02",578
"tableHTML","2016-09-13","2016-10-02",165
"tableMatrix","2016-09-05","2016-10-02",91
"TableMonster","2015-02-06","2016-10-02",4088
"tableone","2015-11-11","2016-10-02",6994
"tableplot","2012-11-03","2016-10-02",12678
"tables","2016-08-12","2016-10-02",6984
"TableToLongForm","2014-08-21","2016-10-02",5582
"tabplot","2016-03-26","2016-10-02",4714
"tabplotd3","2013-09-02","2016-10-02",7601
"tabuSearch","2012-10-10","2016-10-02",9157
"tadaatoolbox","2016-08-18","2016-10-02",220
"tagcloud","2015-07-03","2016-10-02",3421
"tailDepFun","2016-03-26","2016-10-02",615
"tailloss","2015-07-08","2016-10-02",2238
"TAM","2016-05-31","2016-10-02",5668
"TanB","2016-07-17","2016-10-02",265
"TANDEM","2016-09-20","2016-10-02",84
"TANOVA","2012-11-01","2016-10-02",9064
"TaoTeProgramming","2014-06-23","2016-10-02",5115
"TapeR","2015-08-10","2016-10-02",2680
"TAQMNGR","2015-02-23","2016-10-02",5825
"Tariff","2016-03-27","2016-10-02",756
"taRifx","2014-05-29","2016-10-02",17076
"tau","2014-06-11","2016-10-02",178111
"TauP.R","2012-10-10","2016-10-02",8313
"TauStar","2016-02-17","2016-10-02",1093
"tawny","2016-07-10","2016-10-02",1082
"tawny.types","2014-05-06","2016-10-02",10098
"taxize","2016-07-25","2016-10-02",4049
"Taxonstand","2016-02-11","2016-10-02",2289
"tbart","2015-02-13","2016-10-02",4051
"tbdiag","2013-06-13","2016-10-02",6835
"TBEST","2014-12-30","2016-10-02",4585
"TBSSurvival","2014-12-30","2016-10-02",4852
"TCGA2STAT","2015-10-22","2016-10-02",2835
"TCGAretriever","2016-07-30","2016-10-02",268
"TcGSA","2015-12-22","2016-10-02",1700
"tcgsaseq","2016-05-18","2016-10-02",509
"tcltk2","2014-12-20","2016-10-02",236831
"tclust","2014-10-21","2016-10-02",7235
"tcpl","2016-05-18","2016-10-02",583
"tcR","2016-04-22","2016-10-02",1386
"TDA","2016-06-16","2016-10-02",1819
"TDAmapper","2015-05-31","2016-10-02",3046
"TDboost","2016-03-30","2016-10-02",1053
"TDCor","2015-10-27","2016-10-02",1804
"TDD","2013-10-04","2016-10-02",7334
"TDMR","2016-05-19","2016-10-02",889
"tdr","2015-04-19","2016-10-02",3035
"tdROC","2016-03-30","2016-10-02",705
"tdthap","2013-12-10","2016-10-02",8104
"TeachingDemos","2016-02-12","2016-10-02",62795
"TeachingSampling","2015-04-29","2016-10-02",7351
"TeachNet","2014-01-07","2016-10-02",6239
"TED","2014-10-02","2016-10-02",7383
"TEEReg","2016-06-14","2016-10-02",848
"teigen","2016-09-11","2016-10-02",313
"telegram","2016-09-17","2016-10-02",177
"TELP","2016-04-25","2016-10-02",593
"tempcyclesdata","2016-01-03","2016-10-02",1138
"tempdisagg","2016-07-10","2016-10-02",1173
"tempR","2016-06-28","2016-10-02",267
"tensor","2012-10-10","2016-10-02",115206
"tensorA","2012-10-05","2016-10-02",57996
"tensorBSS","2016-08-25","2016-10-02",213
"tensr","2016-02-04","2016-10-02",1042
"TEQR","2016-02-05","2016-10-02",1648
"TERAplusB","2012-11-01","2016-10-02",8149
"tergm","2016-03-28","2016-10-02",12331
"termstrc","2013-11-04","2016-10-02",15100
"ternvis","2013-02-09","2016-10-02",7699
"TESS","2015-10-28","2016-10-02",4113
"TestDataImputation","2016-08-12","2016-10-02",144
"tester","2013-11-14","2016-10-02",16870
"TestFunctions","2016-09-27","2016-10-02",30
"TestingSimilarity","2015-09-16","2016-10-02",1966
"testit","2016-02-17","2016-10-02",28748
"TestScorer","2016-02-28","2016-10-02",1808
"TestSurvRec","2013-10-10","2016-10-02",7939
"testthat","2016-04-23","2016-10-02",277830
"texmex","2013-12-31","2016-10-02",9215
"texmexseq","2016-07-25","2016-10-02",398
"TExPosition","2013-12-11","2016-10-02",7451
"texreg","2016-06-21","2016-10-02",10371
"text2vec","2016-03-31","2016-10-02",3884
"textcat","2016-01-04","2016-10-02",6031
"textgRid","2016-09-21","2016-10-02",47
"textir","2015-08-19","2016-10-02",8113
"textmineR","2016-06-06","2016-10-02",1195
"textmining","2016-09-26","2016-10-02",73
"textometry","2015-01-09","2016-10-02",16398
"textreg","2015-11-11","2016-10-02",3141
"textreuse","2016-03-28","2016-10-02",1733
"TFDEA","2015-03-30","2016-10-02",3729
"tfer","2012-11-01","2016-10-02",7591
"TFMPvalue","2015-11-29","2016-10-02",3817
"tfplot","2015-12-16","2016-10-02",7044
"tframe","2015-12-16","2016-10-02",7918
"tframePlus","2016-08-26","2016-10-02",328
"TFX","2012-11-28","2016-10-02",13872
"tgcd","2016-09-06","2016-10-02",166
"tggd","2015-12-03","2016-10-02",1419
"tglm","2015-07-26","2016-10-02",2174
"tgp","2016-02-07","2016-10-02",9973
"tgram","2013-07-24","2016-10-02",7758
"TH.data","2016-01-28","2016-10-02",280568
"Thermimage","2016-08-05","2016-10-02",388
"thermocouple","2015-07-19","2016-10-02",2385
"thgenetics","2016-07-10","2016-10-02",449
"thief","2016-09-07","2016-10-02",183
"Thinknum","2014-07-05","2016-10-02",6652
"ThreeArmedTrials","2016-05-17","2016-10-02",721
"threeboost","2014-08-11","2016-10-02",4893
"ThreeGroups","2015-09-10","2016-10-02",2094
"threejs","2016-04-01","2016-10-02",12661
"ThreeWay","2015-09-08","2016-10-02",3099
"threewords","2015-08-09","2016-10-02",2439
"threg","2015-08-10","2016-10-02",2607
"thregI","2016-03-14","2016-10-02",780
"ThresholdROC","2015-12-14","2016-10-02",1809
"thsls","2015-04-04","2016-10-02",2992
"tibble","2016-08-26","2016-10-02",187514
"tibbrConnector","2013-06-29","2016-10-02",6610
"TickExec","2015-05-20","2016-10-02",2707
"tictoc","2014-06-18","2016-10-02",8662
"TiddlyWikiR","2013-12-31","2016-10-02",6676
"TideCurves","2016-03-20","2016-10-02",683
"TideHarmonics","2015-12-26","2016-10-02",1295
"Tides","2016-09-16","2016-10-02",349
"TideTables","2015-12-01","2016-10-02",1322
"tidyjson","2015-05-02","2016-10-02",7397
"tidyr","2016-08-12","2016-10-02",135015
"tidytext","2016-06-25","2016-10-02",3505
"tidyverse","2016-09-10","2016-10-02",8597
"tiff","2013-09-04","2016-10-02",49358
"tiger","2014-08-10","2016-10-02",9479
"tigerhitteR",NA,"2016-10-02",0
"tigerstats","2015-09-23","2016-10-02",8130
"tigger","2016-08-28","2016-10-02",158
"tightClust","2012-10-10","2016-10-02",7427
"tigris","2016-07-06","2016-10-02",1245
"tikzDevice","2016-02-10","2016-10-02",26160
"tileHMM","2015-07-03","2016-10-02",2972
"TilePlot","2013-12-19","2016-10-02",7286
"tilting","2016-06-23","2016-10-02",415
"time2event","2016-07-30","2016-10-02",203
"timeDate","2015-01-23","2016-10-02",562709
"timedelay","2016-02-11","2016-10-02",1118
"timeit","2013-02-04","2016-10-02",8059
"timeline","2013-05-10","2016-10-02",9949
"timelineS","2016-08-22","2016-10-02",203
"TimeMachine","2014-01-13","2016-10-02",6485
"timeordered","2015-01-22","2016-10-02",4639
"TimeProjection","2013-02-03","2016-10-02",20382
"timereg","2015-05-28","2016-10-02",16776
"timeROC","2015-03-25","2016-10-02",5582
"timesboot","2013-08-03","2016-10-02",9729
"timeSeq","2015-09-25","2016-10-02",2274
"timeSeries","2015-12-14","2016-10-02",126354
"timeseriesdb","2015-04-04","2016-10-02",3832
"timetools","2016-06-24","2016-10-02",645
"timetree","2015-04-28","2016-10-02",2928
"timevis","2016-09-17","2016-10-02",280
"TimeWarp","2016-07-22","2016-10-02",570
"timma","2015-02-28","2016-10-02",3658
"TIMP","2015-10-19","2016-10-02",3223
"timsac","2016-09-25","2016-10-02",457
"Tinflex","2015-07-17","2016-10-02",2785
"TInPosition","2013-12-11","2016-10-02",6569
"TipDatingBeast","2016-09-05","2016-10-02",158
"tipom","2013-08-03","2016-10-02",6515
"TippingPoint","2016-05-02","2016-10-02",578
"tis","2015-06-09","2016-10-02",42079
"titan","2012-11-01","2016-10-02",9820
"TITAN2","2015-12-20","2016-10-02",1427
"titanic","2015-09-01","2016-10-02",4733
"titrationCurves","2016-02-11","2016-10-02",1113
"TKF","2015-04-18","2016-10-02",3242
"tkrgl","2012-10-06","2016-10-02",11904
"tkrplot","2012-10-06","2016-10-02",132626
"Tlasso","2016-09-19","2016-10-02",56
"TLBC","2015-10-14","2016-10-02",1745
"TLdating","2016-08-31","2016-10-02",148
"tlemix","2013-08-23","2016-10-02",7895
"tlm","2016-05-05","2016-10-02",748
"tlmec","2012-10-10","2016-10-02",8624
"tlnise","2013-05-25","2016-10-02",9280
"tm","2015-07-03","2016-10-02",453828
"tm.plugin.alceste","2014-06-11","2016-10-02",8003
"tm.plugin.dc","2015-09-10","2016-10-02",4084
"tm.plugin.europresse","2016-08-23","2016-10-02",502
"tm.plugin.factiva","2014-07-05","2016-10-02",8415
"tm.plugin.lexisnexis","2016-06-29","2016-10-02",1048
"tm.plugin.mail","2014-06-11","2016-10-02",10096
"tm.plugin.webmining","2015-05-11","2016-10-02",10921
"tmap","2016-05-07","2016-10-02",8524
"TMB","2016-09-21","2016-10-02",258
"TMDb","2015-06-16","2016-10-02",2595
"tmg","2015-02-12","2016-10-02",4835
"Tmisc","2016-09-14","2016-10-02",186
"tmle","2014-03-09","2016-10-02",7204
"tmle.npvi","2015-05-22","2016-10-02",2992
"tmlenet","2015-09-28","2016-10-02",1834
"tmod","2016-09-08","2016-10-02",158
"tmpm","2016-02-29","2016-10-02",821
"tmvnsim","2015-09-17","2016-10-02",2184
"tmvtnorm","2015-08-28","2016-10-02",14150
"tnam","2016-06-21","2016-10-02",3203
"tnet","2015-11-18","2016-10-02",10896
"toaster","2016-07-29","2016-10-02",491
"TOC","2015-12-29","2016-10-02",1498
"tokenizers","2016-08-29","2016-10-02",1801
"tolBasis","2015-11-05","2016-10-02",1708
"tolerance","2016-02-17","2016-10-02",3042
"toOrdinal","2016-03-06","2016-10-02",1671
"topicmodels","2016-05-23","2016-10-02",14327
"TopKLists","2015-11-13","2016-10-02",2079
"topmodel","2012-10-06","2016-10-02",14931
"topologyGSA","2016-09-22","2016-10-02",107
"topsis","2013-10-02","2016-10-02",6635
"tosls","2014-04-01","2016-10-02",5375
"TotalCopheneticIndex","2016-03-26","2016-10-02",704
"tourr","2014-12-05","2016-10-02",7663
"tourrGui","2012-10-06","2016-10-02",8583
"toxboot","2016-08-23","2016-10-02",163
"toxtestD","2014-11-14","2016-10-02",4134
"TP.idm","2015-09-26","2016-10-02",1856
"tpAUC","2016-08-29","2016-10-02",122
"tpe","2013-03-19","2016-10-02",6991
"TPEA","2016-08-29","2016-10-02",122
"TPmsm","2015-11-09","2016-10-02",2513
"tpr","2012-10-06","2016-10-02",13639
"TR8","2016-03-31","2016-10-02",1071
"tracheideR","2015-11-22","2016-10-02",1418
"track","2016-07-23","2016-10-02",386
"trackeR","2016-06-23","2016-10-02",687
"TrackReconstruction","2014-04-03","2016-10-02",31561
"tractor.base","2016-08-03","2016-10-02",509
"TRADER","2016-02-10","2016-10-02",1209
"Trading","2016-09-06","2016-10-02",105
"traitr","2014-09-01","2016-10-02",5882
"traits","2016-03-18","2016-10-02",1193
"Traitspace","2015-11-18","2016-10-02",1700
"traj","2015-01-13","2016-10-02",4097
"trajectories","2015-08-19","2016-10-02",3377
"TraMineR","2016-06-24","2016-10-02",3225
